Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT/ACT,College,Admitted,Enrolled,College_GPA
7696,6,5,M,0,0,3.50,1260,Business & Economics,No,No,
7697,6,4,F,1,0,3.04,1130,Arts & Letters,Yes,No,
7698,6,3,M,0,1,2.68,1210,Business & Economics,No,No,
7699,5,7,F,1,0,3.27,1110,Math & Science,No,No,
7700,2,6,M,0,0,2.65,950,Math & Science,No,No,
7701,4,7,F,0,1,3.55,790,Math & Science,No,No,
7702,1,3,F,0,1,3.87,1030,Math & Science,No,No,
7703,7,7,M,0,1,3.88,1230,Business & Economics,No,No,
7704,7,7,F,1,0,3.55,1570,Arts & Letters,No,No,
7705,7,7,M,0,1,3.62,1360,Business & Economics,Yes,No,
7706,3,7,F,1,0,3.52,1210,Arts & Letters,Yes,No,
7707,4,4,F,1,0,4.08,1220,Business & Economics,Yes,No,
7708,6,6,M,1,0,3.32,1080,Business & Economics,No,No,
7709,7,2,M,0,0,3.75,1150,Arts & Letters,Yes,Yes,2.971
7710,1,1,F,0,1,3.20,910,Business & Economics,No,No,
7711,1,1,M,0,0,4.09,1010,Business & Economics,Yes,Yes,3.367
7712,7,6,M,1,0,4.12,1210,Math & Science,Yes,Yes,3.786
7713,7,7,F,1,0,3.55,1170,Business & Economics,No,No,
7714,3,3,F,1,0,4.10,1190,Business & Economics,Yes,No,
7715,6,3,F,1,0,4.00,1440,Arts & Letters,Yes,No,
7716,2,1,M,0,1,3.14,720,Arts & Letters,No,No,
7717,3,3,F,1,0,3.55,910,Arts & Letters,No,No,
7718,6,4,F,1,0,3.57,940,Arts & Letters,No,No,
7719,6,4,F,1,0,2.75,860,Arts & Letters,No,No,
7720,1,4,F,0,1,3.45,1060,Math & Science,No,No,
7721,7,7,M,0,0,3.75,1200,Business & Economics,No,No,
7722,1,2,F,0,0,2.87,830,Math & Science,No,No,
7723,6,6,M,1,0,3.60,1080,Math & Science,No,No,
7724,7,7,F,0,0,3.73,1320,Arts & Letters,Yes,No,
7725,1,2,F,0,0,3.92,910,Math & Science,Yes,No,
7726,6,4,M,1,0,3.05,1050,Arts & Letters,No,No,
7727,6,6,M,1,0,4.06,1480,Arts & Letters,Yes,No,
7728,6,7,F,1,0,3.35,1080,Arts & Letters,No,No,
7729,5,5,M,1,0,2.58,1020,Business & Economics,No,No,
7730,1,1,F,0,0,4.33,1040,Math & Science,Yes,No,
7731,7,6,M,0,1,4.25,1530,Business & Economics,Yes,No,
7732,7,6,F,1,0,4.08,1320,Arts & Letters,Yes,No,
7733,7,6,M,1,0,4.14,1260,Business & Economics,Yes,No,
7734,1,1,F,0,0,3.73,940,Arts & Letters,No,No,
7735,6,6,M,1,0,4.23,1450,Math & Science,Yes,No,
7736,7,6,M,1,0,4.08,1410,Math & Science,Yes,No,
7737,1,1,F,0,0,2.77,920,Math & Science,No,No,
7738,7,7,F,1,0,2.70,920,Arts & Letters,No,No,
7739,6,4,M,1,0,4.27,1360,Business & Economics,Yes,No,
7740,6,6,M,1,0,3.65,1440,Arts & Letters,Yes,Yes,3.612
7741,7,6,F,0,1,3.50,1340,Business & Economics,No,No,
7742,6,6,F,1,0,3.52,1130,Arts & Letters,No,No,
7743,3,3,F,1,0,4.00,1160,Math & Science,No,No,
7744,6,5,F,0,1,3.58,1100,Arts & Letters,No,No,
7745,5,6,F,0,0,3.82,870,Math & Science,No,No,
7746,7,7,F,1,0,3.27,1020,Arts & Letters,No,No,
7747,7,7,F,1,0,4.00,1160,Arts & Letters,Yes,No,
7748,7,7,F,1,0,3.76,1100,Math & Science,No,No,
7749,7,7,F,1,0,3.52,1130,Business & Economics,No,No,
7750,7,7,F,1,0,4.04,1420,Arts & Letters,Yes,No,
7751,6,6,F,1,0,3.50,1170,Arts & Letters,No,No,
7752,4,4,F,0,0,3.95,1120,Arts & Letters,No,No,
7753,6,5,M,1,0,4.00,1180,Math & Science,Yes,No,
7754,4,5,F,0,1,3.75,1040,Math & Science,No,No,
7755,7,3,F,0,0,3.62,1220,Arts & Letters,No,No,
7756,6,6,F,1,0,4.08,1340,Business & Economics,Yes,No,
7757,4,2,F,0,0,2.29,880,Math & Science,No,No,
7758,6,6,F,1,0,3.65,1040,Arts & Letters,Yes,No,
7759,7,6,M,1,0,3.94,1310,Business & Economics,Yes,No,
7760,6,6,M,0,0,2.75,1100,Math & Science,Yes,Yes,0.916
7761,2,2,M,0,0,3.36,960,Business & Economics,No,No,
7762,6,3,F,0,0,3.24,1080,Arts & Letters,No,No,
7763,1,1,M,0,0,3.35,790,Arts & Letters,No,No,
7764,5,6,F,0,0,3.56,920,Math & Science,No,No,
7765,1,5,F,0,1,2.95,930,Math & Science,No,No,
7766,7,6,F,1,0,3.88,1170,Arts & Letters,No,No,
7767,6,3,F,0,0,3.45,1280,Arts & Letters,Yes,No,
7768,6,6,F,0,1,4.09,1370,Business & Economics,Yes,No,
7769,3,6,F,1,0,3.54,1090,Arts & Letters,No,No,
7770,7,6,F,0,0,4.18,1320,Arts & Letters,No,No,
7771,4,4,M,1,0,3.33,830,Math & Science,No,No,
7772,2,2,F,0,1,2.43,1140,Arts & Letters,No,No,
7773,6,6,F,1,0,4.04,1280,Arts & Letters,Yes,No,
7774,6,7,F,1,0,3.58,1250,Business & Economics,No,No,
7775,5,6,F,0,0,3.65,950,Arts & Letters,No,No,
7776,7,7,M,1,0,3.85,1390,Arts & Letters,No,No,
7777,3,6,F,0,0,3.75,1180,Business & Economics,Yes,No,
7778,6,6,F,1,0,3.14,830,Math & Science,No,No,
7779,7,7,M,1,0,4.30,1440,Business & Economics,Yes,No,
7780,3,4,F,1,0,3.72,1290,Arts & Letters,No,No,
7781,1,3,F,0,1,3.82,1070,Math & Science,Yes,No,
7782,6,6,F,1,0,4.04,1270,Business & Economics,Yes,No,
7783,2,3,F,0,0,3.38,800,Arts & Letters,No,No,
7784,6,4,F,1,0,3.91,1310,Arts & Letters,No,No,
7785,3,3,F,0,0,2.81,940,Business & Economics,No,No,
7786,7,4,F,1,0,4.15,1130,Math & Science,No,No,
7787,7,5,F,1,0,3.95,1170,Math & Science,No,No,
7788,2,2,F,0,0,3.17,750,Math & Science,No,No,
7789,7,4,F,1,0,3.24,850,Math & Science,No,No,
7790,6,6,F,1,0,2.95,1030,Arts & Letters,No,No,
7791,7,6,F,1,0,4.36,1380,Math & Science,Yes,No,
7792,7,7,F,1,0,4.17,1350,Arts & Letters,Yes,No,
7793,5,5,F,1,0,4.23,1210,Math & Science,No,No,
7794,7,6,M,0,1,4.12,1320,Math & Science,Yes,Yes,3.329
7795,6,3,F,0,0,3.52,1250,Arts & Letters,Yes,No,
7796,2,2,F,0,1,4.00,1200,Math & Science,Yes,No,
7797,6,6,F,1,0,3.80,1190,Business & Economics,No,No,
7798,3,5,M,1,0,3.45,1290,Business & Economics,No,No,
7799,6,6,M,1,0,4.15,1350,Arts & Letters,Yes,No,
7800,3,3,M,1,0,3.36,1250,Arts & Letters,No,Yes,2.692
7801,7,6,M,0,1,2.80,1220,Business & Economics,No,No,
7802,7,7,M,1,0,3.12,1130,Business & Economics,No,No,
7803,6,4,F,0,1,3.29,1030,Math & Science,No,No,
7804,3,3,F,0,1,4.00,1340,Business & Economics,Yes,No,
7805,6,6,F,0,1,3.55,1270,Arts & Letters,No,No,
7806,1,1,F,0,0,3.86,860,Arts & Letters,No,No,
7807,7,6,F,1,0,4.04,1130,Math & Science,No,No,
7808,4,3,M,1,0,3.38,1120,Math & Science,No,No,
7809,4,7,F,1,0,3.92,1050,Math & Science,No,No,
7810,7,7,M,0,0,3.45,1130,Math & Science,No,No,
7811,1,1,M,0,1,3.05,1180,Business & Economics,No,No,
7812,6,6,F,1,0,4.09,1060,Math & Science,No,No,
7813,1,2,F,0,1,3.29,930,Arts & Letters,No,No,
7814,7,6,M,0,1,3.41,1430,Business & Economics,No,No,
7815,6,3,M,1,0,4.18,1390,Business & Economics,Yes,No,
7816,7,7,M,1,0,4.10,1110,Business & Economics,No,No,
7817,5,7,F,1,0,4.15,1250,Arts & Letters,No,No,
7818,7,6,M,0,0,3.20,1300,Arts & Letters,No,No,
7819,6,5,F,1,0,3.67,1080,Arts & Letters,No,No,
7820,1,3,M,0,0,3.32,1030,Math & Science,No,No,
7821,6,7,F,0,1,3.43,1060,Math & Science,No,No,
7822,6,5,M,1,0,4.20,1280,Arts & Letters,Yes,Yes,3.650
7823,2,3,F,0,1,3.52,860,Arts & Letters,No,No,
7824,6,4,M,1,0,3.50,1140,Business & Economics,No,No,
7825,7,6,M,0,1,3.86,1290,Business & Economics,No,No,
7826,7,7,F,1,0,4.00,1320,Math & Science,No,No,
7827,7,6,M,1,0,3.23,1100,Math & Science,No,No,
7828,4,5,M,0,0,2.70,910,Arts & Letters,No,No,
7829,6,6,M,0,1,3.68,1280,Math & Science,No,No,
7830,3,5,F,1,0,2.95,1150,Arts & Letters,No,No,
7831,6,6,F,1,0,3.67,1130,Math & Science,No,No,
7832,6,6,M,1,0,3.19,1280,Math & Science,No,No,
7833,6,6,F,1,0,3.62,1090,Math & Science,No,No,
7834,6,6,F,1,0,3.55,920,Math & Science,No,No,
7835,2,7,F,0,0,3.28,1030,Math & Science,No,No,
7836,4,6,M,1,0,3.32,1210,Business & Economics,No,No,
7837,6,6,F,1,0,3.73,1170,Math & Science,No,No,
7838,6,6,F,0,1,3.90,1450,Math & Science,Yes,No,
7839,4,4,F,0,0,3.58,1060,Arts & Letters,No,No,
7840,4,2,F,0,0,3.85,810,Math & Science,No,No,
7841,2,2,F,0,0,2.95,830,Math & Science,No,No,
7842,1,3,F,0,1,3.79,1190,Business & Economics,Yes,No,
7843,3,6,F,0,0,3.55,1330,Arts & Letters,Yes,No,
7844,3,6,M,0,1,3.50,1000,Math & Science,No,No,
7845,6,6,F,1,0,3.81,1140,Arts & Letters,No,No,
7846,7,7,M,0,0,3.32,1300,Arts & Letters,No,No,
7847,7,6,F,0,1,3.89,1420,Arts & Letters,No,No,
7848,6,2,M,1,0,3.71,1380,Math & Science,Yes,No,
7849,4,4,F,0,0,4.27,1380,Math & Science,Yes,No,
7850,7,6,F,0,1,4.14,1210,Arts & Letters,No,No,
7851,6,6,M,0,1,3.95,1080,Math & Science,No,No,
7852,7,7,M,1,0,3.86,1410,Business & Economics,Yes,No,
7853,2,4,M,0,0,3.42,890,Math & Science,No,No,
7854,6,6,F,0,1,4.33,1370,Math & Science,Yes,No,
7855,6,6,M,1,0,2.56,930,Arts & Letters,No,No,
7856,6,6,F,1,0,4.04,1490,Math & Science,Yes,No,
7857,7,7,M,1,0,3.40,1140,Arts & Letters,No,No,
7858,7,6,F,1,0,3.77,1230,Math & Science,No,No,
7859,7,7,F,1,0,3.97,1190,Arts & Letters,Yes,No,
7860,7,4,F,0,1,2.79,1080,Math & Science,No,No,
7861,3,3,F,0,0,3.53,950,Math & Science,No,No,
7862,7,6,M,0,0,3.32,1320,Arts & Letters,No,No,
7863,7,6,F,1,0,3.45,1190,Arts & Letters,No,No,
7864,3,4,M,1,0,2.60,1100,Arts & Letters,No,No,
7865,3,1,F,0,1,3.61,830,Business & Economics,No,No,
7866,3,3,F,0,0,3.11,930,Arts & Letters,No,No,
7867,1,1,M,0,0,3.28,780,Arts & Letters,No,No,
7868,3,4,M,1,0,3.78,990,Business & Economics,No,No,
7869,6,6,F,1,0,3.17,860,Arts & Letters,No,No,
7870,1,1,M,0,0,3.70,940,Math & Science,No,No,
7871,7,6,F,1,0,4.32,1410,Math & Science,Yes,No,
7872,6,4,F,0,0,4.15,1020,Math & Science,No,No,
7873,5,3,M,1,0,3.75,1300,Business & Economics,Yes,Yes,3.108
7874,7,3,F,0,0,3.80,1130,Arts & Letters,No,No,
7875,4,4,F,0,0,3.44,1310,Math & Science,No,No,
7876,6,6,F,1,0,3.77,1380,Arts & Letters,No,No,
7877,3,4,F,0,0,3.05,1050,Arts & Letters,No,No,
7878,6,4,M,0,0,3.12,1020,Business & Economics,No,No,
7879,6,5,M,1,0,3.95,1220,Math & Science,No,No,
7880,2,2,F,0,0,4.36,1170,Arts & Letters,Yes,No,
7881,4,4,F,0,0,3.60,1200,Arts & Letters,Yes,No,
7882,3,3,F,0,0,3.72,1030,Arts & Letters,No,No,
7883,5,6,M,1,0,3.48,1160,Business & Economics,No,No,
7884,6,6,F,0,0,3.23,960,Arts & Letters,No,No,
7885,2,2,M,0,0,2.75,810,Math & Science,No,No,
7886,6,6,F,1,0,3.69,1270,Math & Science,Yes,No,
7887,7,6,F,1,0,3.65,1370,Arts & Letters,Yes,No,
7888,3,5,F,0,0,3.05,1020,Arts & Letters,No,No,
7889,6,6,M,1,0,4.00,1250,Business & Economics,Yes,Yes,3.126
7890,3,1,M,0,0,3.22,1040,Math & Science,No,No,
7891,6,6,M,1,0,3.82,1170,Business & Economics,Yes,No,
7892,6,6,F,1,0,2.77,910,Arts & Letters,No,No,
7893,6,6,M,1,0,3.68,1160,Business & Economics,Yes,Yes,3.052
7894,2,1,M,0,0,4.15,1200,Math & Science,Yes,No,
7895,6,6,F,1,0,3.76,1210,Math & Science,Yes,No,
7896,6,6,M,1,0,3.32,820,Arts & Letters,No,No,
7897,4,6,M,1,0,3.59,1140,Arts & Letters,No,No,
7898,3,6,F,1,0,4.19,1430,Arts & Letters,Yes,No,
7899,6,6,F,1,0,4.04,1300,Arts & Letters,Yes,No,
7900,6,3,M,1,0,3.06,1130,Business & Economics,No,No,
7901,5,6,M,1,0,3.36,1140,Arts & Letters,No,No,
7902,7,7,F,1,0,3.38,1180,Arts & Letters,No,No,
7903,4,6,M,0,0,3.53,1020,Math & Science,No,No,
7904,1,1,M,0,0,3.44,930,Math & Science,Yes,Yes,1.129
7905,4,5,F,1,0,3.86,1200,Math & Science,No,No,
7906,7,7,F,1,0,2.80,1400,Arts & Letters,No,No,
7907,4,6,F,1,0,3.29,1040,Math & Science,No,No,
7908,5,7,F,1,0,3.25,1080,Arts & Letters,No,No,
7909,6,6,F,1,0,3.75,1190,Arts & Letters,No,No,
7910,4,6,F,1,0,3.96,1230,Arts & Letters,No,No,
7911,6,5,M,1,0,3.85,1120,Math & Science,No,No,
7912,3,3,F,0,1,2.15,950,Arts & Letters,No,No,
7913,3,6,M,1,0,3.50,990,Math & Science,No,No,
7914,6,6,M,1,0,3.56,1220,Arts & Letters,Yes,Yes,2.506
7915,7,6,M,1,0,3.50,1260,Math & Science,Yes,Yes,3.138
7916,7,4,M,1,0,3.55,1480,Arts & Letters,No,No,
7917,4,3,F,0,0,3.33,1050,Math & Science,No,No,
7918,4,4,F,1,0,3.45,1060,Arts & Letters,No,No,
7919,4,3,F,1,0,3.05,1010,Arts & Letters,No,No,
7920,6,6,M,1,0,3.64,1120,Math & Science,No,No,
7921,7,5,M,1,0,3.72,1310,Math & Science,Yes,Yes,3.022
7922,6,6,F,0,1,4.00,1230,Math & Science,No,No,
7923,7,6,M,0,0,3.58,1250,Arts & Letters,No,No,
7924,6,7,M,1,0,3.91,1530,Arts & Letters,Yes,No,
7925,7,5,F,0,1,3.88,1340,Business & Economics,Yes,No,
7926,7,7,F,1,0,3.83,1500,Business & Economics,Yes,No,
7927,4,6,M,1,0,4.27,1210,Math & Science,Yes,Yes,3.530
7928,6,6,M,1,0,3.49,1250,Business & Economics,No,No,
7929,1,2,M,0,0,2.96,1080,Business & Economics,No,No,
7930,4,7,F,1,0,3.86,1160,Business & Economics,No,No,
7931,3,3,F,0,1,2.67,890,Arts & Letters,No,No,
7932,3,3,F,0,0,3.52,980,Math & Science,No,No,
7933,1,1,F,0,0,3.73,1170,Math & Science,Yes,No,
7934,6,5,M,0,1,3.88,1320,Math & Science,Yes,No,
7935,7,4,M,0,1,3.71,1270,Arts & Letters,Yes,No,
7936,7,7,M,0,0,3.50,1420,Math & Science,Yes,No,
7937,6,5,F,1,0,3.36,980,Business & Economics,No,No,
7938,3,3,F,0,1,4.14,1340,Math & Science,Yes,No,
7939,6,5,M,0,0,2.58,770,Math & Science,No,No,
7940,7,7,M,0,1,3.00,1160,Math & Science,No,No,
7941,1,1,M,0,0,3.50,1160,Arts & Letters,Yes,No,
7942,1,3,F,0,0,3.06,810,Arts & Letters,No,No,
7943,7,6,M,1,0,4.13,1350,Business & Economics,Yes,No,
7944,6,7,F,1,0,3.04,970,Math & Science,No,No,
7945,6,7,F,1,0,3.15,910,Math & Science,No,No,
7946,4,3,F,1,0,3.27,1110,Business & Economics,No,No,
7947,1,1,M,0,0,3.45,900,Math & Science,No,No,
7948,7,6,M,1,0,3.25,1240,Math & Science,No,No,
7949,5,5,M,1,0,3.85,1180,Math & Science,No,No,
7950,7,7,M,1,0,3.25,1110,Business & Economics,No,No,
7951,1,6,F,0,0,3.88,830,Arts & Letters,No,No,
7952,2,2,F,0,0,3.67,890,Arts & Letters,No,No,
7953,7,4,M,0,0,3.04,910,Arts & Letters,No,No,
7954,6,6,M,0,1,3.38,1190,Business & Economics,No,No,
7955,6,6,M,1,0,2.86,1420,Arts & Letters,Yes,Yes,2.944
7956,7,7,F,1,0,2.91,1050,Arts & Letters,No,No,
7957,6,5,M,1,0,3.10,1070,Math & Science,No,No,
7958,6,6,M,1,0,4.12,1190,Arts & Letters,No,No,
7959,3,3,F,0,0,3.50,1360,Arts & Letters,Yes,No,
7960,7,4,M,0,0,2.83,1100,Arts & Letters,No,No,
7961,6,2,M,0,0,3.96,1010,Business & Economics,No,No,
7962,6,4,M,1,0,4.15,1390,Math & Science,Yes,Yes,3.580
7963,6,5,M,0,0,2.67,1140,Arts & Letters,No,No,
7964,3,3,F,1,0,3.50,950,Arts & Letters,No,No,
7965,7,7,M,1,0,3.13,1350,Arts & Letters,No,Yes,2.702
7966,7,6,M,1,0,3.59,1440,Business & Economics,No,No,
7967,3,3,F,1,0,3.57,1200,Business & Economics,No,No,
7968,7,6,F,1,0,4.21,1450,Arts & Letters,Yes,No,
7969,7,6,F,0,0,3.86,1530,Arts & Letters,Yes,No,
7970,6,4,M,1,0,3.60,1250,Math & Science,No,No,
7971,3,4,M,1,0,3.46,1040,Business & Economics,No,Yes,2.850
7972,6,7,F,0,0,3.60,1280,Arts & Letters,No,No,
7973,7,7,F,1,0,3.45,1020,Arts & Letters,No,No,
7974,4,7,M,1,0,3.96,1290,Math & Science,No,No,
7975,7,4,F,1,0,3.75,1200,Math & Science,No,No,
7976,5,3,M,1,0,3.25,1180,Math & Science,No,No,
7977,6,6,F,0,1,3.66,1230,Arts & Letters,No,No,
7978,6,6,F,1,0,3.79,1340,Arts & Letters,Yes,No,
7979,3,5,F,0,0,3.35,1130,Math & Science,No,No,
7980,7,7,M,1,0,3.30,1390,Math & Science,No,No,
7981,3,3,F,0,1,3.73,1200,Math & Science,No,No,
7982,5,7,F,0,1,3.62,1170,Arts & Letters,No,No,
7983,4,4,F,1,0,3.25,1210,Arts & Letters,No,No,
7984,4,4,M,0,0,3.00,870,Arts & Letters,No,No,
7985,3,3,F,1,0,3.65,1080,Math & Science,No,No,
7986,7,6,F,1,0,3.50,1140,Arts & Letters,No,No,
7987,3,6,M,1,0,3.73,1190,Business & Economics,Yes,Yes,3.300
7988,3,6,M,1,0,3.48,950,Math & Science,No,No,
7989,5,2,F,0,0,3.82,890,Business & Economics,No,No,
7990,6,7,F,1,0,4.27,1420,Arts & Letters,Yes,No,
7991,1,1,F,0,0,2.68,880,Arts & Letters,No,No,
7992,7,2,F,0,0,4.04,830,Math & Science,No,No,
7993,4,4,F,0,0,3.10,960,Math & Science,No,No,
7994,6,1,M,0,1,3.77,1050,Arts & Letters,No,No,
7995,6,6,F,1,0,4.00,1280,Math & Science,No,No,
7996,7,6,F,0,1,3.86,1200,Arts & Letters,No,No,
7997,7,5,F,1,0,3.38,1110,Business & Economics,No,No,
7998,2,2,F,0,1,3.73,1080,Math & Science,Yes,No,
7999,5,6,M,1,0,3.71,1170,Business & Economics,No,No,
8000,7,6,M,1,0,4.12,1350,Math & Science,Yes,No,
8001,1,1,F,0,0,3.57,920,Arts & Letters,No,No,
8002,2,2,F,0,1,3.88,970,Math & Science,No,No,
8003,7,6,M,0,1,3.96,1390,Math & Science,Yes,No,
8004,6,4,M,0,0,3.08,1140,Arts & Letters,No,No,
8005,6,6,M,0,0,3.39,1220,Math & Science,No,No,
8006,6,7,M,0,1,3.43,1190,Math & Science,No,No,
8007,7,7,F,1,0,3.38,1180,Arts & Letters,No,No,
8008,6,6,M,0,1,4.00,960,Math & Science,No,No,
8009,3,3,F,0,0,3.91,750,Business & Economics,No,No,
8010,4,2,F,1,0,2.88,810,Arts & Letters,No,No,
8011,7,5,F,1,0,3.23,950,Arts & Letters,No,No,
8012,1,1,F,0,0,3.71,1050,Math & Science,Yes,No,
8013,3,3,M,0,0,3.91,1060,Arts & Letters,Yes,No,
8014,7,4,M,1,0,3.91,1530,Business & Economics,Yes,Yes,3.959
8015,3,3,F,0,0,2.32,740,Math & Science,No,No,
8016,7,7,F,1,0,4.04,1200,Math & Science,Yes,No,
8017,4,6,F,1,0,4.12,1100,Math & Science,No,No,
8018,2,1,F,0,0,3.25,860,Arts & Letters,No,No,
8019,1,1,F,0,0,3.86,750,Business & Economics,Yes,No,
8020,3,3,F,0,0,4.05,1280,Arts & Letters,Yes,No,
8021,3,3,M,0,0,3.61,950,Business & Economics,No,No,
8022,7,6,M,1,0,3.50,1150,Arts & Letters,No,No,
8023,2,2,F,0,0,3.68,890,Math & Science,Yes,No,
8024,6,6,M,1,0,3.82,1160,Arts & Letters,Yes,No,
8025,3,6,M,1,0,3.95,1220,Arts & Letters,No,No,
8026,6,6,F,1,0,4.40,1450,Arts & Letters,Yes,No,
8027,1,1,F,0,0,3.83,840,Arts & Letters,No,No,
8028,6,6,F,1,0,3.43,940,Arts & Letters,No,No,
8029,7,6,F,0,0,3.38,1250,Arts & Letters,No,No,
8030,7,7,M,1,0,3.32,1210,Arts & Letters,Yes,Yes,3.116
8031,6,6,M,1,0,3.08,1320,Arts & Letters,No,No,
8032,4,3,M,1,0,3.70,1410,Business & Economics,Yes,No,
8033,2,2,M,0,0,3.40,900,Math & Science,No,No,
8034,1,1,F,0,1,3.80,1080,Business & Economics,No,No,
8035,5,3,F,0,1,3.64,1040,Math & Science,No,No,
8036,3,3,F,0,1,4.20,1040,Business & Economics,Yes,No,
8037,6,6,F,1,0,3.65,1280,Arts & Letters,No,No,
8038,4,7,M,1,0,3.09,1090,Business & Economics,No,No,
8039,6,3,F,1,0,3.86,1200,Math & Science,No,No,
8040,7,7,F,1,0,3.88,1280,Arts & Letters,No,No,
8041,7,7,M,1,0,4.20,1310,Math & Science,Yes,No,
8042,6,6,M,0,1,3.68,1320,Arts & Letters,Yes,No,
8043,6,3,F,1,0,3.37,950,Business & Economics,No,No,
8044,7,7,F,1,0,3.88,1340,Arts & Letters,Yes,No,
8045,7,7,F,1,0,3.92,1290,Arts & Letters,Yes,No,
8046,6,6,M,0,1,3.50,1230,Math & Science,No,No,
8047,6,7,M,0,0,3.86,1410,Business & Economics,Yes,Yes,3.317
8048,6,7,M,0,0,2.91,1270,Arts & Letters,No,No,
8049,4,6,F,1,0,4.07,1380,Arts & Letters,Yes,No,
8050,6,6,F,1,0,4.14,1360,Arts & Letters,Yes,No,
8051,6,7,F,1,0,3.95,1560,Business & Economics,Yes,No,
8052,4,7,M,1,0,3.32,1230,Business & Economics,No,No,
8053,7,6,F,1,0,3.95,1290,Arts & Letters,No,No,
8054,7,7,M,1,0,3.56,1360,Arts & Letters,No,No,
8055,6,6,F,0,0,4.33,1440,Math & Science,Yes,No,
8056,7,6,F,1,0,3.56,1170,Arts & Letters,No,No,
8057,7,4,F,1,0,3.64,1200,Math & Science,No,No,
8058,7,7,F,1,0,4.30,1330,Math & Science,Yes,No,
8059,4,3,F,1,0,3.53,980,Business & Economics,No,No,
8060,4,7,F,1,0,3.39,1320,Business & Economics,No,No,
8061,4,4,F,1,0,3.95,1120,Math & Science,No,No,
8062,5,6,F,1,0,3.05,1170,Arts & Letters,No,No,
8063,6,7,F,1,0,3.73,1260,Arts & Letters,Yes,No,
8064,7,6,F,1,0,4.09,1510,Arts & Letters,Yes,No,
8065,6,6,M,1,0,3.55,1240,Arts & Letters,No,No,
8066,7,6,F,1,0,3.25,1140,Arts & Letters,No,No,
8067,7,7,F,1,0,3.73,1230,Math & Science,No,No,
8068,7,4,M,1,0,3.54,1380,Arts & Letters,Yes,No,
8069,6,6,F,1,0,2.82,1220,Arts & Letters,No,No,
8070,3,5,F,1,0,3.35,1060,Arts & Letters,No,No,
8071,3,7,M,1,0,3.23,1210,Math & Science,No,No,
8072,7,7,F,0,1,3.82,1370,Arts & Letters,No,No,
8073,7,6,F,1,0,3.79,1420,Business & Economics,Yes,No,
8074,6,5,M,0,1,3.00,1140,Math & Science,No,No,
8075,7,6,M,1,0,4.27,1450,Business & Economics,Yes,Yes,3.635
8076,6,7,F,1,0,4.12,1390,Business & Economics,Yes,No,
8077,6,6,F,0,0,3.90,1270,Arts & Letters,Yes,No,
8078,6,3,F,1,0,3.95,1410,Business & Economics,No,No,
8079,3,6,M,0,1,3.75,1170,Arts & Letters,Yes,Yes,3.230
8080,4,6,M,1,0,3.36,1090,Math & Science,No,No,
8081,7,6,M,0,0,2.79,1170,Math & Science,No,No,
8082,4,5,F,1,0,3.88,1500,Arts & Letters,No,No,
8083,6,5,M,1,0,4.14,1430,Math & Science,Yes,No,
8084,7,6,F,1,0,3.85,1430,Math & Science,Yes,No,
8085,6,6,M,1,0,2.80,880,Arts & Letters,No,No,
8086,7,7,F,1,0,3.73,1320,Arts & Letters,No,No,
8087,6,6,M,1,0,3.11,1270,Business & Economics,No,No,
8088,4,6,F,1,0,3.68,1120,Business & Economics,No,No,
8089,3,4,F,0,0,3.12,1110,Arts & Letters,No,No,
8090,7,7,M,0,1,3.75,1520,Math & Science,Yes,No,
8091,4,6,M,1,0,3.60,1230,Business & Economics,Yes,Yes,2.612
8092,4,7,F,1,0,3.26,1080,Arts & Letters,No,No,
8093,7,7,M,1,0,3.05,1330,Business & Economics,No,No,
8094,7,6,M,1,0,4.38,1560,Math & Science,Yes,No,
8095,6,6,M,1,0,3.05,1280,Arts & Letters,Yes,No,
8096,7,5,M,0,0,3.85,1170,Math & Science,Yes,No,
8097,7,6,F,1,0,3.55,1350,Arts & Letters,No,No,
8098,3,3,F,1,0,4.25,1360,Arts & Letters,Yes,No,
8099,7,6,F,0,1,4.00,1190,Math & Science,Yes,No,
8100,6,6,F,0,0,3.72,1420,Math & Science,Yes,No,
8101,7,6,F,1,0,3.90,1380,Math & Science,Yes,No,
8102,6,7,M,1,0,3.92,1540,Business & Economics,Yes,No,
8103,4,6,M,1,0,3.77,1260,Math & Science,Yes,Yes,3.211
8104,7,7,M,1,0,2.75,1440,Math & Science,No,No,
8105,7,7,M,1,0,4.05,1240,Arts & Letters,No,No,
8106,4,4,M,1,0,3.05,1370,Arts & Letters,No,No,
8107,7,7,M,0,0,3.40,1260,Math & Science,Yes,Yes,2.744
8108,4,4,F,1,0,3.71,1090,Math & Science,No,No,
8109,7,7,M,0,0,3.67,1070,Arts & Letters,Yes,Yes,2.790
8110,7,6,F,1,0,4.30,1480,Arts & Letters,Yes,No,
8111,5,4,M,1,0,3.62,1080,Math & Science,No,No,
8112,6,4,M,0,1,2.96,1250,Business & Economics,No,No,
8113,6,6,F,1,0,3.75,1100,Arts & Letters,Yes,No,
8114,7,6,M,1,0,3.42,1150,Business & Economics,No,No,
8115,4,4,F,1,0,3.96,1260,Math & Science,No,No,
8116,6,6,F,0,0,4.23,1240,Math & Science,No,No,
8117,3,3,F,1,0,3.67,1120,Arts & Letters,No,No,
8118,3,6,M,0,0,3.55,1090,Business & Economics,Yes,Yes,3.026
